Examinee_ID,Domain,Domain_Label,Function,Index,Index_Column,Value,Flag_Column,Flag,Evidence_Eligible,Evidence_Use,Role,Role_Class,Flag_Type,Package_Output,Package_Flag,Threshold_Rule,Threshold_Source,Aggregation,Aggregation_Family,Correction_Variant,Data_Basis,Variant_Treatment,Notes
332,MF,Misfit,detect_pm,ECI2_S_TSEW_pval_flag,ECI2_S_TSEW_pval_flag,0.0,pm_ECI2_S_TSEW_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI2_S,TSEW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI2_S_TS_flag,ECI2_S_TS_flag,0.0,pm_ECI2_S_TS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI2_S,TS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI2_S_TS_pval_flag,ECI2_S_TS_pval_flag,0.0,pm_ECI2_S_TS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI2_S,TS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_CF_flag,ECI4_S_CF_flag,0.0,pm_ECI4_S_CF_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,CF,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_CF_pval_flag,ECI4_S_CF_pval_flag,0.0,pm_ECI4_S_CF_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,CF,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_CS_flag,ECI4_S_CS_flag,0.0,pm_ECI4_S_CS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,CS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_CS_pval_flag,ECI4_S_CS_pval_flag,0.0,pm_ECI4_S_CS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,CS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_EW_flag,ECI4_S_EW_flag,0.0,pm_ECI4_S_EW_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,EW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_EW_pval_flag,ECI4_S_EW_pval_flag,0.0,pm_ECI4_S_EW_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,EW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_NO / CF / CS / EW / TS / TSCF / TSCS / TSEW,ECI4_S_NO_flag,0.0,pm_ECI4_S_NO_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,NO,score,family_level_signal,Fourth standardized extended caution index | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_TSCF_flag,ECI4_S_TSCF_flag,0.0,pm_ECI4_S_TSCF_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,TSCF,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_TSCF_pval_flag,ECI4_S_TSCF_pval_flag,0.0,pm_ECI4_S_TSCF_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,TSCF,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_TSCS_flag,ECI4_S_TSCS_flag,0.0,pm_ECI4_S_TSCS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,TSCS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_TSCS_pval_flag,ECI4_S_TSCS_pval_flag,0.0,pm_ECI4_S_TSCS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,TSCS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_TSEW_flag,ECI4_S_TSEW_flag,0.0,pm_ECI4_S_TSEW_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,TSEW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_TSEW_pval_flag,ECI4_S_TSEW_pval_flag,0.0,pm_ECI4_S_TSEW_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,TSEW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_TS_flag,ECI4_S_TS_flag,0.0,pm_ECI4_S_TS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,TS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,ECI4_S_TS_pval_flag,ECI4_S_TS_pval_flag,0.0,pm_ECI4_S_TS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_ECI4_S,TS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_ST_NO / CF / CS / EW / TS / TSCF / TSCS / TSEW,L_ST_NO_flag,0.0,pm_L_ST_NO_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_ST,NO,score_time,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_ST_TS_flag,L_ST_TS_flag,0.0,pm_L_ST_TS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_ST,TS,score_time,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_ST_TS_pval_flag,L_ST_TS_pval_flag,0.0,pm_L_ST_TS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_ST,TS,score_time,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_CF_flag,L_S_CF_flag,0.0,pm_L_S_CF_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,CF,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_CF_pval_flag,L_S_CF_pval_flag,0.0,pm_L_S_CF_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,CF,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_CS_flag,L_S_CS_flag,0.0,pm_L_S_CS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,CS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_CS_pval_flag,L_S_CS_pval_flag,0.0,pm_L_S_CS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,CS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_EW_flag,L_S_EW_flag,0.0,pm_L_S_EW_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,EW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_EW_pval_flag,L_S_EW_pval_flag,0.0,pm_L_S_EW_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,EW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_NO / CF / CS / EW / TS / TSCF / TSCS / TSEW,L_S_NO_flag,0.0,pm_L_S_NO_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,NO,score,family_level_signal,Score-based standardized log-likelihood | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_TSCF_flag,L_S_TSCF_flag,0.0,pm_L_S_TSCF_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,TSCF,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_TSCF_pval_flag,L_S_TSCF_pval_flag,0.0,pm_L_S_TSCF_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,TSCF,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_TSCS_flag,L_S_TSCS_flag,0.0,pm_L_S_TSCS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,TSCS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_TSCS_pval_flag,L_S_TSCS_pval_flag,0.0,pm_L_S_TSCS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,TSCS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_TSEW_flag,L_S_TSEW_flag,0.0,pm_L_S_TSEW_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,TSEW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_TSEW_pval_flag,L_S_TSEW_pval_flag,0.0,pm_L_S_TSEW_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,TSEW,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_TS_flag,L_S_TS_flag,0.0,pm_L_S_TS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,TS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_S_TS_pval_flag,L_S_TS_pval_flag,0.0,pm_L_S_TS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_S,TS,score,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,L_T,L_T_flag,0.0,pm_L_T_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_L_T,none,time,family_level_signal,RT log-likelihood statistic | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,Q_ST_CF_flag,Q_ST_CF_flag,0.0,pm_Q_ST_CF_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_Q_ST,CF,score_time,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,Q_ST_CF_pval_flag,Q_ST_CF_pval_flag,0.0,pm_Q_ST_CF_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_Q_ST,CF,score_time,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,Q_ST_CS_flag,Q_ST_CS_flag,0.0,pm_Q_ST_CS_flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_Q_ST,CS,score_time,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
332,MF,Misfit,detect_pm,Q_ST_CS_pval_flag,Q_ST_CS_pval_flag,0.0,pm_Q_ST_CS_pval_Flag,0,1,Evidence Flag,supporting,supporting,package_pvalue_flag,"stat,pval,flag",yes,Use package-returned flag; PsyMAS does not recompute p-value thresholds.,aberrance alpha parameter; default 0.05 unless user sets alpha.,index_flag,pm_Q_ST,CS,score_time,family_level_signal,Score-time standardized log-likelihood; correction variant selected in method name | Parametric person-fit evidence; data basis is retained separately. Correction variants collapse to one family-level MF signal.
