"examinee_id","true_theta","true_speed","true_group"
"E081",-1.15557746077052,-0.112726756487132,"normal"
"E082",1.5089163463927,0.354399253706037,"normal"
"E083",-1.15549616025736,0.237650770849135,"normal"
"E084",-1.55681181020668,0.280047312637458,"normal"
"E085",-0.0552479252235566,1.1259651180134,"normal"
"E086",0.849193162702715,0.110831239661385,"normal"
"E087",-0.0110967225036592,-0.205496497791075,"normal"
"E088",-0.760313831780719,0.168885661115629,"normal"
"E089",1.17579925167624,-0.106225736354711,"normal"
"E090",2.41444970903476,-0.30814168886006,"normal"
"E091",-1.95851276822613,-0.150600258244893,"normal"
"E092",1.4735898934298,0.0440891723139493,"normal"
"E093",-0.47488396149873,0.389024570823778,"normal"
"E094",2.23117098378587,0.14279760679779,"mixed_fast_high_ability"
"E095",-1.82435521953656,-0.329666926471479,"normal"
"E096",-0.260610817352268,-0.062252271596515,"copying_copier"
"E097",-0.95884531257366,-0.611886640645191,"normal"
"E098",-0.490295710066525,-0.0808910043348834,"copying_source"
"E099",-1.07729671360066,-0.524606891164636,"normal"
"E100",0.369425910544446,-0.55603157548498,"normal"
"E101",1.21626648113935,0.384855256658349,"normal"
"E102",-0.493843235614103,-0.0712539116041039,"normal"
"E103",-0.227784720977188,0.00131584047002769,"normal"
"E104",-1.11164888704727,0.204646066206806,"normal"
"E105",0.995833089409624,-0.182424275295617,"normal"
"E106",0.561828890946087,-0.0843616476671718,"normal"
"E107",-1.56427855651588,-0.229021947429342,"normal"
"E108",1.48107701910531,-0.141334489135494,"normal"
"E109",-1.16920515011223,-0.419862409651519,"normal"
"E110",-1.05201353746636,0.31535420839188,"normal"
"E111",-1.47184552482902,0.24769263205765,"missing_rt_limited_evidence"
"E112",-1.19343692076419,-0.314307396865835,"normal"
"E113",-0.347979424691937,0.712641620775228,"normal"
"E114",0.532822543149418,-0.0999714229702991,"normal"
"E115",0.539011424149157,-0.120438958635319,"mixed_fast_high_ability"
"E116",-0.198989137632404,-0.599732843967993,"normal"
"E117",-0.281373323518464,0.0136821391239531,"normal"
"E118",1.17092627520498,-0.364418888870705,"normal"
"E119",2.28873318592,0.140554234926347,"normal"
"E120",-1.06885661449908,0.0781657448860817,"copying_source"
"E121",1.90620418856242,0.343851970685523,"normal"
"E122",2.13179771847887,-0.269662055435843,"copying_copier"
"E123",0.231456363015352,-0.66503426059885,"normal"
"E124",0.896945737827196,0.156018312336774,"copying_source"
"E125",-1.73879271235152,0.176546272963872,"normal"
"E126",0.468847940135532,0.513586369736845,"normal"
"E127",-0.544147673197739,-0.0652743206805619,"normal"
"E128",-0.165414153808447,0.199827617248675,"normal"
"E129",0.552166562572813,0.184057626825795,"missing_rt_limited_evidence"
"E130",1.0333302116035,-0.190512816008835,"normal"
"E131",-0.0461788047835456,-0.622656956154227,"normal"
"E132",2.63870731259579,-0.275609015645273,"normal"
"E133",0.589005749225018,0.0593629556346527,"normal"
"E134",-0.202377334229212,0.0541717963616848,"normal"
"E135",0.441560138002382,-0.548936736189968,"normal"
"E136",-0.100257702082834,-0.0372414709471535,"normal"
"E137",-1.09340399199111,-0.447283173757853,"missing_rt_limited_evidence"
"E138",0.50324733858265,0.297930943019895,"normal"
"E139",2.19924009111764,0.0310730343831541,"mixed_fast_high_ability"
"E140",0.382802056022312,-0.199971516989642,"normal"
"E141",0.371578210898053,0.244697391577081,"normal"
"E142",0.157216401651425,-0.347613910206418,"normal"
"E143",0.847939889975375,0.466463196137247,"normal"
"E144",-1.28339265650518,-0.30789265554259,"normal"
"E145",1.1582786080896,-0.72289774675827,"preknowledge"
"E146",-0.909106213165988,-0.366986296260462,"normal"
"E147",0.334990705168581,-0.142582665828383,"normal"
"E148",0.775854081916407,-0.0706214827141866,"normal"
"E149",0.237140152276008,-0.319724510538597,"normal"
"E150",-1.5598701345872,-0.157118570329391,"normal"
"E151",0.0243267511888821,0.109490032929759,"normal"
"E152",0.334635189158287,0.103256793000765,"rapid_guessing"
"E153",0.989410999147139,0.0441648254751058,"rapid_guessing"
"E154",0.500375113541597,-0.366064449008982,"normal"
"E155",0.576907865455451,0.0851746599602235,"normal"
"E156",1.14269094011911,0.561334136498846,"normal"
"E157",-0.707447814422978,-0.323373923533481,"normal"
"E158",-0.618559640981128,0.767813424970572,"answer_change"
"E159",-0.0083141961424557,0.346267553723159,"normal"
"E160",0.338919733952689,-0.505563088442559,"normal"
"E161",1.40540629884683,-0.382650350917745,"normal"
"E162",-0.865269852362635,-0.121348024477217,"normal"
"E163",-0.873953956620092,-0.000881441960225545,"normal"
"E164",0.7743182008249,-0.365228541990262,"normal"
"E165",-0.401890241517252,-0.259857270577267,"normal"
"E166",-0.215137830535894,0.150524431035237,"normal"
"E167",0.605256130514011,0.11119855305948,"normal"
"E168",-0.614567683647475,-0.301888356148981,"normal"
"E169",-0.724422931424412,-0.189233887087788,"normal"
"E170",-0.256942637181777,-0.365580170842024,"normal"
"E171",-0.392072736349559,-1.04131988377064,"answer_change"
"E172",-0.686701961744657,-0.237386999280373,"normal"
"E173",0.875840340130818,-0.255591957829269,"normal"
"E174",-0.481057986042492,-0.0423667825262304,"preknowledge"
"E175",0.0683575908680962,-0.392116461811623,"normal"
"E176",0.137024892815848,0.190494183855009,"normal"
"E177",-0.608768518870582,-0.564956513760588,"mixed_fast_high_ability"
"E178",0.34627657136052,0.652401260955355,"normal"
"E179",1.50163381994693,-0.451194352909827,"normal"
"E180",-0.0137381203294002,0.175380435809045,"normal"
"E181",-0.77524519751103,0.760260093751661,"normal"
"E182",1.3111581356762,-0.280304169679936,"normal"
"E183",0.260524556554842,-0.14869575340912,"missing_rt_limited_evidence"
"E184",1.01401700762575,-0.271401299212224,"normal"
"E185",0.215594208474653,0.0405805137846205,"normal"
"E186",0.613404626091988,0.221311933620595,"normal"
"E187",1.44598848106203,-0.608888398330783,"normal"
"E188",1.90808590074518,-0.408619720729735,"mixed_fast_high_ability"
"E189",0.375234496491491,-0.556272855064868,"normal"
"E190",-0.674688275938179,0.173335918368153,"missing_rt_limited_evidence"
"E191",1.83048057329627,0.147879436855521,"mixed_fast_high_ability"
"E192",-0.414229332226612,-0.283797458251055,"normal"
"E193",2.18050398539242,-0.407579761072567,"normal"
"E194",0.342857643650257,-0.656298501333471,"normal"
"E195",-0.798024661907156,0.273084204856665,"answer_change"
"E196",1.64103616625365,-0.30075068541675,"normal"
"E197",-0.460005111651252,0.286494764698011,"normal"
"E198",-1.58647098860618,0.798000563375634,"copying_copier"
"E199",-1.04491567407179,0.538454551393646,"normal"
"E200",0.0416536658857592,-0.330762847611627,"normal"
"E201",-0.43202637747734,0.455386067004348,"normal"
"E202",0.458591147686799,-0.268297395588138,"normal"
"E203",-0.229351986059321,0.115322134982504,"normal"
"E204",-1.85696220984083,0.0655360998583749,"normal"
"E205",-0.289674172981153,0.217482325772771,"normal"
"E206",1.76714123786919,0.00358431307863292,"normal"
"E207",-0.442682897300816,0.116575891645184,"missing_rt_limited_evidence"
"E208",-0.588864402001567,0.252840089199553,"normal"
"E209",1.1294117416471,-0.848917889836855,"mixed_fast_high_ability"
"E210",1.65306128186181,-0.109246467491235,"normal"
"E211",-0.871354568629743,0.151707860259286,"normal"
"E212",0.780668270857782,0.0829646330821338,"missing_rt_limited_evidence"
"E213",-0.613877869318662,0.0520301930591003,"normal"
"E214",-0.327591311306049,0.691606091941079,"normal"
"E215",-0.355216015901553,-0.0527109534766156,"normal"
"E216",0.78093407436684,0.0360720155980889,"normal"
"E217",0.608670171785426,-0.0490623779574277,"normal"
"E218",1.07617901747348,0.939194388992611,"rapid_guessing"
"E219",1.06555765231322,-0.248944878074856,"normal"
"E220",2.16164641282926,0.438432051967638,"normal"
"E221",0.0704564820522911,0.455183480070757,"normal"
"E222",-2.53522521959317,-0.296285954350118,"normal"
"E223",-0.541334144723391,0.495072975922187,"normal"
"E224",-0.775939573541146,0.235847839032661,"normal"
"E225",-0.295955418239763,0.402967345479283,"missing_rt_limited_evidence"
"E226",1.15137290542338,-0.701202602592583,"normal"
"E227",-0.568887867531516,-0.309372701484137,"normal"
"E228",-0.805786340025032,-0.154694118304584,"normal"
"E229",0.492593861841638,0.0753390126226394,"normal"
"E230",0.700758337332243,-0.0247775147379906,"normal"
"E231",-0.243125291550084,-0.0593552904488602,"normal"
"E232",0.412481176922476,0.239642160519738,"normal"
"E233",0.498165309358799,0.365539133116858,"normal"
"E234",0.367679114623033,0.666640024019319,"rapid_guessing"
"E235",-0.5706028691897,0.241455188958557,"normal"
"E236",0.738816517714368,-0.464804563797606,"answer_change"
"E237",-2.26829132566495,-0.54889279500546,"normal"
"E238",0.614041040052466,0.533616556408565,"missing_rt_limited_evidence"
"E239",0.40363580599992,-0.157417023216363,"preknowledge"
"E240",2.05157932669931,0.141434055388253,"normal"
"E241",0.263244987215003,0.160022192673359,"rapid_guessing"
"E242",0.110421189446662,0.266696029675728,"normal"
"E243",1.1957636212874,-0.168096502414234,"normal"
"E244",0.733309513633103,-0.131269853108111,"missing_rt_limited_evidence"
"E245",-0.00451169154164245,0.175169390591916,"normal"
"E246",-0.0212154995950339,-0.313617730754589,"rapid_guessing"
"E247",0.138501732981574,-0.0907348928506124,"normal"
"E248",-1.07012706995328,-0.232884126028444,"normal"
"E249",1.23606206697686,-0.439244138995601,"missing_rt_limited_evidence"
"E250",-0.539810094735419,0.0649409770807784,"normal"
"E251",-0.296228914656068,0.1802477903278,"normal"
"E252",0.688218803349637,0.039319809398921,"normal"
"E253",0.850992696272132,0.133622224676281,"mixed_fast_high_ability"
"E254",-0.103484852849487,-0.0361489002876705,"normal"
"E255",1.52953404059542,-0.0701750482400428,"normal"
"E256",0.615363541551166,-0.628288543782336,"mixed_fast_high_ability"
"E257",-0.226854589097728,0.484637210934147,"normal"
"E258",1.5010840927328,0.583175316714338,"normal"
"E259",-0.342463482378634,0.346030191165921,"normal"
"E260",-0.553727556011483,0.23595018989371,"normal"
"E261",0.257626870698959,0.0331281366240561,"normal"
"E262",0.613121758652457,-0.161473913899777,"normal"
"E263",-0.652287366777574,0.0775111665099256,"normal"
"E264",-0.138281029086895,-0.221257071681227,"normal"
"E265",-0.123638001869199,0.281385735927996,"normal"
"E266",-0.964705216383371,0.159067491857037,"normal"
"E267",0.0190431840153162,0.00400222019343923,"normal"
"E268",1.69169235319906,-0.102215076060635,"copying_source"
"E269",0.885809071474169,0.120719684987651,"normal"
"E270",-0.729930145482526,0.28943363251555,"normal"
"E271",0.351884683098013,0.566068061594439,"normal"
"E272",-0.247330893260195,-0.549351802296362,"preknowledge"
"E273",-0.163591831723322,-0.239819228107317,"normal"
"E274",0.872360560208246,0.684062472099419,"normal"
"E275",0.605938213883317,-0.0655750116399419,"normal"
"E276",0.927240812612819,0.641840576222586,"copying_copier"
"E277",0.458044436651209,-0.319469901867146,"normal"
"E278",-0.801114024214896,0.47214969953954,"normal"
"E279",-0.497123152995539,-0.343835932531125,"normal"
"E280",-1.21296781485439,-0.347899868969756,"normal"
"E281",0.619712599356425,0.118233826118011,"normal"
"E282",1.3596632579562,-0.109935166807702,"normal"
"E283",-1.6210647627138,-0.444952298079935,"rapid_guessing"
"E284",0.0795594993555375,-0.442444762594421,"normal"
"E285",0.512593137306753,0.123211435593505,"normal"
"E286",-0.21910193815088,-0.434275168846049,"normal"
"E287",-0.82593869467054,0.406735771867905,"preknowledge"
"E288",-1.01357824411184,0.517593030659338,"copying_copier"
"E289",1.28206624602831,-0.482771665691806,"normal"
"E290",-0.212144499179618,-0.699988362776697,"normal"
"E291",1.18487723662641,-0.878091020979006,"normal"
"E292",-0.650612436772287,0.312035978322623,"normal"
"E293",1.28736727005853,-0.434185906690114,"normal"
"E294",0.538933215663317,0.40645143017381,"normal"
"E295",0.0255405538039062,-0.0841626443116239,"rapid_guessing"
"E296",1.1639475327246,-0.535466667511683,"normal"
"E297",-0.367625732117171,-0.350455871759174,"normal"
"E298",-0.363369569501376,0.0188691552633732,"normal"
"E299",-0.00675336474544712,0.806780948924301,"normal"
"E300",-0.100472498864641,0.149079600444171,"rapid_guessing"
"E301",-0.14859207836112,-0.642104677821881,"normal"
"E302",-0.182952755436934,-0.200999276352181,"normal"
"E303",-0.85814783765375,-0.478343004511485,"normal"
"E304",0.958159182178004,-0.428427047354646,"normal"
"E305",-0.839076941832303,0.298474676673487,"normal"
"E306",-0.759724279311683,-0.17475457570488,"normal"
"E307",-0.866514819536214,0.430946959162999,"normal"
"E308",1.65902566868139,0.0971148564047766,"normal"
"E309",0.556942277210519,0.0200870316147624,"normal"
"E310",0.601386129662215,0.661481538846686,"normal"
"E311",-0.719786821104243,-0.212938214867064,"mixed_fast_high_ability"
"E312",-0.380107748973682,0.131284748678005,"normal"
"E313",1.15777354406233,1.36659185259547,"normal"
"E314",1.38963465416294,-0.142186217207955,"normal"
"E315",-2.01150842477619,0.715149282634238,"normal"
"E316",-2.33630850037639,-0.634185973624017,"normal"
"E317",-1.36845977011138,0.110100581149243,"normal"
"E318",-1.37309426035361,-0.218885222846785,"preknowledge"
"E319",0.737388550085491,-0.60904703564421,"normal"
"E320",0.454709341750177,-0.247429030059191,"normal"
"E321",1.77668132830334,0.930142409825732,"normal"
"E322",0.194985588228136,-0.0768745464886582,"normal"
"E323",-0.344612622139577,-0.22602541983927,"normal"
"E324",1.61267663514805,0.421436447047966,"preknowledge"
"E325",0.775709363612466,-0.277837553928685,"rapid_guessing"
"E326",0.70427912561433,0.0944324622261683,"normal"
"E327",1.07215421601982,0.112069294952253,"normal"
"E328",-0.214130769685907,-0.16760820556148,"normal"
"E329",0.363631063912172,-0.150496358721052,"normal"
"E330",1.08356378657411,0.666103633695001,"copying_copier"
"E331",-1.95227615716347,-0.0641282349612816,"copying_copier"
"E332",0.0155101786160552,0.870044557133032,"answer_change"
"E333",-0.87098092003781,-0.0812610310947473,"normal"
"E334",-0.900934214910906,-0.0991531424561465,"normal"
"E335",-0.776112067634224,-0.2447534040686,"normal"
"E336",0.361430751154015,-1.15440384865135,"normal"
"E337",-0.0173493122643544,-0.759828073777494,"normal"
"E338",-1.11819535979872,-0.0384794333477189,"normal"
"E339",0.58669137484252,-0.295706785957981,"normal"
"E340",0.486195009924034,0.624742313618683,"normal"
"E341",0.473894455796676,0.133928859458759,"normal"
"E342",0.361427452891757,-0.200940153708607,"normal"
"E343",1.21768364371144,0.413727313582346,"normal"
"E344",-0.673116960131551,-0.289147079333243,"normal"
"E345",-0.598848241837351,0.0675058473338775,"normal"
"E346",0.735873146511805,0.256880482607195,"normal"
"E347",0.60173965147488,0.0166596341114417,"normal"
"E348",1.10889193968727,-0.0922280595029737,"copying_copier"
"E349",-0.0113905983860746,-0.108239868340462,"missing_rt_limited_evidence"
"E350",0.605035960687119,-0.151480736360847,"normal"
"E351",1.12352815317424,0.586469464087273,"normal"
"E352",-0.705362053710043,0.00557356956788399,"normal"
"E353",1.76247207167883,-0.367658675047152,"normal"
"E354",-0.730020695494859,-0.212312682785873,"normal"
"E355",-1.63415762678176,-0.407224132591278,"normal"
"E356",-0.123993779923598,0.174237597299554,"preknowledge"
"E357",0.204139470306424,-0.116685094505056,"normal"
"E358",-0.68323921942861,0.114361606832932,"normal"
"E359",-1.01636227170084,0.123100814070464,"normal"
"E360",-0.671434165633787,-1.21921758364437,"normal"
"E361",1.12186281570044,-0.353341673524667,"rapid_guessing"
"E362",-2.10066370498434,0.861759915294179,"normal"
"E363",-2.09087185958204,0.0796654658076026,"missing_rt_limited_evidence"
"E364",-1.29110001012018,-0.0566968564269179,"normal"
"E365",1.07199151952253,0.209721339411031,"normal"
"E366",0.894870152083501,0.22458305631442,"normal"
"E367",-0.842632298901112,-0.528357302005955,"normal"
"E368",0.0462974922741544,0.00302259293303882,"normal"
"E369",0.623368148702539,0.291433642000161,"normal"
"E370",0.485091951868738,0.0932679486313712,"normal"
"E371",0.531944473401682,-0.0987721034923827,"normal"
"E372",0.19742268076406,-0.0880474824285882,"normal"
"E373",0.326566784462888,-0.417040121086684,"normal"
"E374",-1.44023199151019,-0.129861007105148,"normal"
"E375",2.11470907987023,0.160320542393835,"normal"
"E376",-0.184672313220123,-0.268425716620092,"normal"
"E377",0.492104327529081,0.0114992954168396,"rapid_guessing"
"E378",-1.36132698556342,0.0985131070155685,"copying_copier"
"E379",-0.365217557903885,0.380331591782001,"normal"
"E380",0.7561265592095,-0.642266896195086,"copying_source"
"E381",0.146502808516189,0.0517324679721917,"normal"
"E382",0.261947248506149,0.401208972909226,"normal"
"E383",-1.30615904372434,0.130725064872939,"normal"
"E384",0.492164032443828,-0.74611862558521,"preknowledge"
"E385",-0.511104000679042,-0.0379154027996314,"normal"
"E386",-1.66057454138599,0.512134034846581,"normal"
"E387",0.622376370866293,-0.397706181279434,"normal"
"E388",0.0157310112822735,0.0606269689539476,"normal"
"E389",-0.733887125964384,-0.289177070495467,"normal"
"E390",0.27521113796498,0.418283070843343,"normal"
"E391",-1.8587385910095,0.464562450922083,"normal"
"E392",2.07889036683578,0.118627546725237,"preknowledge"
"E393",-2.36088032720629,0.199834078943993,"normal"
"E394",0.327135397295895,-0.0465573640939965,"normal"
"E395",-0.227522726278505,0.87173626546635,"normal"
"E396",0.0694046858819495,0.409116858521146,"mixed_fast_high_ability"
"E397",0.330421531559684,-0.530003509475821,"missing_rt_limited_evidence"
"E398",-0.406934780043714,-0.549437207376748,"normal"
"E399",1.52522324018498,-0.00498359628347964,"rapid_guessing"
"E400",0.146816131700015,-0.13445052277082,"mixed_fast_high_ability"
"E401",1.33689257455037,0.0968030628752602,"normal"
"E402",0.552710403069674,-0.168174053783736,"normal"
"E403",-1.05652641739161,-0.222476098970311,"normal"
"E404",-0.190182994643526,0.387321815263585,"normal"
"E405",-0.909224176086877,0.366849930605626,"normal"
"E406",-2.00091550631878,0.280799530240642,"normal"
"E407",1.90897086539068,-0.0106819766390292,"normal"
"E408",1.56898020541778,0.334933787061484,"preknowledge"
"E409",0.140301225311454,-0.623945661217667,"normal"
"E410",-0.17055946460262,-0.544810621628841,"mixed_fast_high_ability"
"E411",0.513066799512409,0.470066976923005,"copying_copier"
"E412",-0.987461198891432,-0.178752273658947,"normal"
"E413",0.597223916449456,0.114866583324064,"normal"
"E414",0.867860400604364,0.731282695190778,"normal"
"E415",0.189257763959423,-0.164505477618999,"preknowledge"
"E416",-0.0693064069135194,-0.417454717991995,"normal"
"E417",1.07625933935365,-1.1854645516487,"normal"
"E418",1.07089132376137,-0.0745186982769399,"normal"
"E419",0.421633377427644,-0.0739877442028768,"normal"
"E420",-0.12454978063033,0.382463142287351,"normal"
"E421",0.937192065289507,-0.212213740328064,"missing_rt_limited_evidence"
"E422",0.200619126393445,-0.120003206603205,"normal"
"E423",1.44817884292342,-0.0540668100334236,"normal"
"E424",-0.0321825653737284,0.136945086338481,"mixed_fast_high_ability"
"E425",1.16544578945242,0.253434369139923,"mixed_fast_high_ability"
"E426",1.10161395316682,-0.27490845478545,"normal"
"E427",-0.690699575305395,0.113550919518857,"normal"
"E428",-1.72541538917727,0.140884794307993,"normal"
"E429",0.565885692360889,0.0288174395979759,"normal"
"E430",-0.596158417224681,0.564207078779477,"normal"
"E431",-0.489345024258458,-0.711068980427925,"preknowledge"
"E432",0.768893360822469,0.246399657078313,"preknowledge"
"E433",2.11461189033211,0.49158490272333,"normal"
"E434",0.0447809835460714,-0.497638432493507,"normal"
"E435",0.947241069815817,0.058063988664648,"normal"
"E436",-2.1245087083504,-0.389635132290864,"normal"
"E437",0.0904283264577256,-0.143134846988358,"normal"
"E438",-1.73914879260394,0.0140424798825163,"normal"
"E439",-0.452288330327701,-0.0664736233007227,"mixed_fast_high_ability"
"E440",1.40829639529108,0.783476325569009,"normal"
"E441",0.69816811272235,-0.036529207057826,"rapid_guessing"
"E442",0.5760854391738,-0.541596213093051,"normal"
"E443",-0.534336060471033,-0.302031771776974,"normal"
"E444",-1.28198635078153,-0.127964538817937,"normal"
"E445",0.429614218440963,-0.179602902890855,"copying_source"
"E446",-1.12943767906222,0.249362889114104,"normal"
"E447",2.41976367943378,-0.274410284882014,"normal"
"E448",0.0782761044809724,0.219174375588939,"normal"
"E449",0.316225234142966,-0.130276706419916,"normal"
"E450",-1.5794002086685,-0.459232213529099,"normal"
"E451",0.518905620032067,-0.0269566639643229,"normal"
"E452",1.13539238442515,-0.252142719764901,"normal"
"E453",0.312404463905503,0.0054837000353234,"normal"
"E454",0.05554413008899,0.651377025753673,"normal"
"E455",1.56545282333373,-0.0375110389087247,"normal"
"E456",0.718830766147177,-0.0627765103479258,"normal"
"E457",0.634325711079806,-0.587353980296897,"normal"
"E458",1.06590668950288,0.0887953436281075,"normal"
"E459",0.341888554248612,-0.0717379905592129,"normal"
"E460",3.14336714054499,0.590713889683664,"normal"
"E461",0.349950832519039,-0.778863953559802,"copying_source"
"E462",1.07333545251137,-0.334409312094351,"normal"
"E463",0.916437872494606,-0.21229341786002,"copying_source"
"E464",0.71765690362959,0.0273484542031307,"normal"
"E465",1.05548502974692,-0.247424473240832,"normal"
"E466",0.350592199470931,0.0786857367337856,"normal"
"E467",-1.93603847989057,0.989481175866098,"answer_change"
"E468",-0.800741941084278,-0.154651232994078,"normal"
"E469",3.59293958213089,0.0396887438852495,"mixed_fast_high_ability"
"E470",1.92087838946788,-0.296576538035515,"answer_change"
"E471",-0.109538639946886,0.433285633291162,"normal"
"E472",-2.51282078633865,-0.492927244961895,"normal"
"E473",-0.759623633062425,-0.170514012365007,"normal"
"E474",-1.50546286281683,0.1062114502589,"normal"
"E475",-1.67824570835886,0.343947592890312,"copying_source"
"E476",0.950098626350105,0.101273431700071,"normal"
"E477",0.124953593318981,0.257846840485102,"normal"
"E478",1.43839197208062,-0.559444430527437,"normal"
"E479",-1.32535121599528,-0.230671942858882,"normal"
"E480",-1.00393459317338,-0.0364187846815904,"normal"
"E481",0.642208565811121,0.420722225505657,"normal"
"E482",1.15655108036238,-0.00602310687476945,"normal"
"E483",-0.173573480005486,-0.0990309705612118,"normal"
"E484",-0.964569098629924,0.0314080078502873,"copying_source"
"E485",1.85379901629885,-0.435017642552796,"rapid_guessing"
"E486",1.68436511079776,-0.56816640958079,"normal"
"E487",1.05731214066179,0.171639926802215,"rapid_guessing"
"E488",0.814561626549095,-0.363031676236253,"normal"
"E489",-1.19459693410643,0.115685428693348,"normal"
"E490",-2.02885658613829,-0.50986896916422,"normal"
"E491",2.12408653976063,-0.293350282895065,"normal"
"E492",0.299219062813124,0.0240455697336774,"rapid_guessing"
"E493",-0.824643051149339,-0.455317782522273,"preknowledge"
"E494",1.52434567788945,-0.0651776810743217,"normal"
"E495",-0.614820405730783,0.0920992210473165,"normal"
"E496",-0.45976066348376,0.642110530787189,"normal"
"E497",0.443640987583446,-0.26461754003924,"preknowledge"
"E498",-1.39598147444982,0.179558574151106,"normal"
"E499",-0.502477861628173,0.281752459170999,"normal"
"E500",-1.06059878223795,0.932973097897335,"preknowledge"
