"","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11","I12","I13","I14","I15","I16","I17","I18","I19","I20","I21","I22","I23","I24","I25","I26","I27","I28","I29","I30","I31","I32","I33","I34","I35","I36","I37","I38","I39","I40"
"E014",37.5590602278697,37.1485214633465,23.7926278118757,57.5211004646792,25.2863593767395,52.0181484434619,21.2811453555345,39.861726441217,24.2035825813064,53.0363887176972,22.3455836807863,34.0087508191097,30.2062201323213,23.5199925023701,54.5875557185129,55.4918804176952,54.2645056749224,32.1580093792323,31.5003547313358,40.2678417639394,36.3904325516727,42.420992414317,28.6728576492533,27.5314105369165,31.4470680717011,32.222608780476,15.7880951749849,42.4379063102765,19.4237505248136,28.6269712116119,48.9508839551307,48.596460833386,67.3707354562586,35.6533507317165,34.0980045756587,33.0141446439822,47.3710763095366,44.6582913364077,29.3465680681606,28.0161754475398
"E015",17.4639597279065,12.5945028192326,14.6850203549619,22.1398486888263,14.7508753691711,15.0719774985586,16.6020462287043,27.7346820897352,27.2775020321104,17.0368048849667,10.6741218161369,11.4136687131178,13.7143346659369,18.1972100644374,27.1084568568241,21.9986972848804,27.4062343700921,18.8447962084514,13.2064042019183,18.259096036319,29.8575379513663,20.5962634181547,12.9852974316947,10.1603681850166,16.5897797254241,13.455667000159,7.9656075402129,17.7703603815202,9.7823182888455,18.6762972570871,15.5133852929812,14.5585152461221,28.6106003139216,14.9956693560645,21.2409493343414,16.7440160369231,17.1223590702681,28.6940942301198,13.2584619493167,19.7094105402226
"E016",49.4246344524568,39.8895080304341,45.3669774591894,89.6549137010049,54.0178312515947,48.9107783771182,34.9834997380345,54.7490892054887,50.883110209942,31.2885545652396,24.6250139574216,56.4384000599437,35.3074467693863,50.532010484499,86.1188696657821,104.338460080621,52.5643530563517,26.0528076835923,31.2237619611068,52.5346178468617,39.954125003794,48.2787300321906,25.4930436261037,33.6395352642949,48.1130476268154,57.4603211201233,32.155395009408,57.9476292831637,30.5379805116632,75.7561014410129,44.8357182190464,32.0151698857581,74.2973895538426,55.438948336939,41.4595072542614,50.1306294126155,67.4746395025934,63.2818298187672,37.9278871595831,32.995884820874
"E017",63.3657906579908,50.3292731198658,49.8112265160038,107.014415290065,56.5880060571682,5.62250758660957,58.127403999859,81.2120763598131,5.249850618653,4.76151474541984,38.0449866504044,43.5426412616531,51.6762647412339,49.0517560120351,93.3553734481163,73.0599467666724,80.7176638635874,58.6763992271026,2.40371811809018,76.4799812140473,61.1908497193135,79.1996884431835,2.04313850053586,1.22153019206598,33.7910076800093,4.17030411213636,5.17735956376418,92.962116558805,4.81519954535179,56.6005279319464,69.6415656245697,42.294031022149,86.3483619209447,62.0618481565948,58.5571625050976,49.5115682945943,67.4289749710089,3.37836950691417,28.9060876519713,42.8160415207154
"E018",30.913131591019,16.7230687851481,21.632305040977,33.620407008857,15.3251290772603,29.0904522196095,22.8560296389993,33.088910413384,29.591383694697,27.3459851473196,18.3995592192977,29.7984263004203,18.7932652013378,15.2643691136301,48.9422598228871,31.9955631155908,25.95318297908,16.8040684595646,26.0367095314501,25.3191714022179,21.9829768854813,34.7580573154265,18.7460552825467,15.8518040834202,11.2119908792303,27.6714318756493,30.2883284987753,29.7811891073463,8.65622499637802,21.818559653168,20.7134078796903,19.7636395453082,32.3075195268946,26.0992842354006,29.9948449072158,20.2441857280737,39.0785188549754,20.9684144762181,15.9778702033034,24.0353153345932
"E019",33.8881605070246,24.0985251576737,27.2977337128442,31.5406511842828,26.6645905056214,25.7408070647113,38.1317940456704,49.1440396017376,42.5172895577712,28.2415265657434,49.5877840213226,27.5309871338633,30.3991497872005,31.6840121733532,49.0159599158817,59.2362137488639,40.3439982179287,30.7708302718185,32.0995602927846,41.2660111959664,44.4546418053388,36.9735920231224,15.1881749017571,24.347272926489,24.4758717635656,60.84292732537,35.9826085349775,67.8374474345166,16.7273255768555,46.6152639425882,24.1014077843238,40.7523793810594,82.4863393318264,28.0527914140907,20.5591858101388,31.3502675308932,39.1561955104454,44.9544191191125,38.1770139207502,39.8825823437466
"E020",65.0557989537602,23.7896743306435,20.1396195357449,73.9900265556893,24.3993654091336,30.1958076077857,39.6088291854335,66.3441505530276,41.6895867542449,55.3797139894796,46.8342725842992,65.6880735537261,30.2031827859088,71.4130046768293,56.2661323914424,92.1604897936015,61.9759919465425,41.3236051309458,54.5758856510135,49.0520823723196,43.4267453674949,47.5676695220947,29.5647489140923,18.5348445510962,25.0564781764895,50.5671990212962,34.4550417843371,82.2373201866547,31.6643835422576,56.3502137957082,57.7782780544715,38.339829150607,66.2198064096201,39.3656829060584,40.8008134820012,55.7636307036854,46.9748912559941,79.7806292314871,41.7770149267075,43.3957756151338
"E021",30.5208823177316,39.757146504275,42.119969019842,92.0440295738699,22.0268633400891,41.2984735503439,24.3272182291262,56.8926758740461,37.7678957620075,43.2324845094103,27.0616374448636,36.5886727604455,33.7148303696165,34.9806224330399,65.7439554059103,78.5853567358276,66.7007525657323,51.3724250360759,65.2222854339239,58.1802010690162,61.4802790797981,60.532272366751,23.793735692172,31.4330390682826,23.1793081401398,50.6966495291513,28.3577679585366,39.8677688813898,28.0503384893064,59.6942027657652,38.5396758857505,55.0019815752449,58.7870347030275,35.3364993786803,30.7956991585496,52.8557644587291,31.4276317717564,57.7194414232769,35.8660123304113,56.4996916602383
"E022",27.738387075369,23.4044054611335,17.792187566775,26.4682653753986,8.92620257883888,18.4694837225071,23.9965790490851,18.455788531168,22.7860451994055,20.9818251998576,17.7095922986254,21.4681822005836,20.4033439752433,17.5420500372716,31.6574006800656,30.050243599963,35.1313767047743,27.1507911895287,19.7736415767383,23.413122352408,20.6885383874819,27.2880429537272,17.3476392608042,14.8162407702756,18.7502973539593,27.375727485108,17.5249212623099,29.7509386626317,20.0333654295431,24.6988118286737,27.0413747797382,36.0943315901337,48.3674626396054,27.7173322211765,27.25611939956,17.1435754487137,22.8505670019466,32.3487418901602,30.3612303312359,26.200898767369
"E023",37.5863205723027,27.4698351387908,31.7852973134216,58.4949029434353,21.9846745782003,42.4114409673271,38.7221427637116,69.8880632546087,37.6721822204283,24.88039630659,37.9493630540516,50.962175817752,43.1129223358379,49.9405837598392,46.1573932790336,48.6823329215505,50.266755172543,49.2078012243754,17.950128063716,42.5055857042033,32.6164123421373,78.9815448479124,38.700342064458,29.930101215551,39.2010940615924,31.2745988589232,19.5507765530816,38.9874874347739,24.3746565452106,53.8959878982268,33.5648214577778,40.6804023070512,64.2260875478362,35.3610465748491,50.3440928460933,33.4932174764333,37.1199529060117,79.1949637371253,37.9452142639587,62.5871901927424
"E024",26.5132611021283,19.6807132364927,17.3970655138252,65.6323881923032,16.4479210267278,42.535620386798,28.4616397290079,32.5282388296681,42.6799697809907,25.405277418052,12.171651708404,31.9796936720641,27.3285191065797,25.7655294291711,45.1535030817721,49.4349918156657,35.9919747178499,61.4061856579719,39.3036147725405,49.3760389306954,30.0081311294537,39.8416452506791,28.2684916019084,39.0113126101275,27.2578927963591,45.8752451058769,28.8739461860085,45.2665592161711,21.7765797000739,38.4222973294812,36.4329795985727,29.4015831717866,34.0599929274372,27.2121053334179,29.3517678601333,21.947230311431,25.9905630644735,33.2117069684164,22.5342507542692,20.7956104106163
"E025",45.0576970314215,32.5675959988526,50.977679476916,39.7209993360099,27.9114906141648,44.2507846846988,42.3530104802376,65.7025370490498,54.458433887923,29.2230478335565,31.2675820325523,35.7644518508111,40.1463423835241,44.2125995134894,63.0260397942116,57.0490659012163,42.0087257780693,45.6074182679267,62.9002899460874,55.5946934340777,51.777518616383,33.4965356518861,29.8786261337418,24.645840164005,31.6701300022789,45.2845759375595,34.0905603178327,29.1753020773174,39.2280597476957,47.3748739080889,40.0258307763515,45.1516968760498,25.3124052400194,38.0439326568308,36.4974486074288,33.8047314695969,61.6383630658545,60.1373854677593,20.8512208415595,34.4663693214484
"E026",33.4214678441173,18.9977355208721,19.3106496624084,32.4506487339254,15.0884731211396,22.6084580653547,25.9957748877009,33.662809634757,26.5064939663591,22.4572994312346,12.8415628151147,23.6728905310171,25.7682802647974,4.0133472813759,1.00224199844524,50.20139225129,3.6970293931663,3.14969699038193,21.5390968283539,4.04561858298257,32.270611236796,3.89231561939232,20.785397149286,22.2375263320252,19.8703061681198,27.5454382752766,12.4519594742283,38.1413946463606,13.7774920466512,2.00580345722847,2.19518168387003,23.8022785764688,2.82271643890999,27.301845075903,23.7052807252827,5.77572332136333,23.8768771547422,35.4483962499758,16.1677961188222,35.5565829362001
"E027",4.29041862743907,24.7019485792353,3.88721766904928,1.94147502677515,2.39408385730349,45.1019965492174,2.6230540513061,47.5593619645309,41.3244335900182,42.5750363210829,31.5557067387943,5.98045475455001,37.691284383464,43.9476927367631,2.26649743760936,58.2021688016943,42.2735561446074,46.3691629764661,52.0378345836164,53.0126724916344,58.1698711268019,48.6153679156824,26.7677470922224,28.0506123200864,4.71267767972313,4.29755343147554,48.5826926134127,48.4906212859918,31.526906660179,51.3862995029153,41.9884536215684,40.5492906858078,78.5087919841258,54.536153432153,56.5119791386964,26.3661347695146,24.3522877490373,57.5262683361449,29.4154730765393,3.64146325644106
"E028",16.1887730160288,13.8184057088755,19.4628895887784,37.2304153297183,18.4868333244857,27.6320102546237,26.5492399760285,45.2928284507897,28.9430900477752,31.7951209232077,21.7957612000293,38.0152583890513,18.0482454794942,22.4140334310368,31.2973128860502,48.0271156595433,47.3789660255153,34.0511443727326,22.3468091651829,32.6782642308872,19.6583907750734,26.5569198209159,19.4934151123718,15.9031407064369,24.6372389064079,28.1681963445469,17.7365282262555,34.7450665261877,12.1916322442922,38.6982578565089,24.5535483517189,19.6794676724229,34.1968660863858,27.3084955166381,33.3516360849226,18.3227647662881,34.321375231029,32.7179468389499,20.0796502371723,22.2901551049321
"E029",4.66067367256619,31.6439150041084,28.8188692188408,43.9017773715721,21.5589647101766,3.02870048582554,2.69233687338419,29.2368920057344,39.2820648422259,26.3152729379502,4.94356851466,44.0732702313493,5.04859082889743,23.8734627798657,57.5640093271876,38.8520057270568,38.360517835993,53.2841534563372,34.4092756833885,3.87672695354559,56.5743364968447,51.4805932614471,29.9712101323839,3.30656433734111,37.9549091207794,36.4452561099317,30.256975677096,66.9754955216634,2.42612899071537,41.8708383709512,28.6350321077591,4.34981720545329,60.5385292261527,30.3058562736784,49.6551516584199,1.37105170078576,58.9016877843726,58.3020152385727,25.9946688064313,21.2972267371858
"E030",12.0082239776102,8.99344727436046,19.3372067583215,24.7011167163102,11.1278513079039,11.930255395953,16.8393199016461,15.6714843105011,18.974665564702,12.7734656914865,6.77299228641577,18.7062839632869,12.4716024588847,8.44840754765549,19.9016209707673,20.3952496292927,9.88019108955244,12.8707728939812,6.40317678583975,14.760561350419,20.9260126290259,19.5096468442018,14.4892230643329,19.1241946450233,9.31629280030156,17.6032156770365,7.02274037911136,22.3762576511883,7.28595470155393,17.7099226756773,12.2891620262422,13.565885139803,17.8299018298246,10.2375674603846,15.8714470495355,18.5963651505152,20.4294466370846,16.5242553140679,6.94699606668592,9.47348039739668
"E031",37.8946347769419,9.84096391671799,23.5070939498542,36.7439461187738,17.3511571860229,22.3056220485116,25.1356249275508,32.4432360364041,35.4600044522411,14.5010509564012,13.2670319579726,20.3724033051349,19.3149311349047,18.563856540684,40.8240734564695,24.7818662266333,23.9089411455429,22.4823259355365,23.6131622385094,25.9426245854726,31.6964096255575,21.7701229877293,18.2722719518561,15.5194708625926,19.9586334639545,22.3771676277179,18.1485926831476,23.2052131439391,19.2032946579792,31.7679381440869,27.6073113872529,32.3865658179461,62.5600926709656,23.3419555431726,39.956563384291,19.6604962718881,39.1804624983154,36.8078519660173,23.1011131041369,19.082503663962
"E032",49.9707217863181,48.3957509839331,58.3069871755459,87.7802087275746,84.1385233757389,66.8514070117305,43.6206434764928,106.442418837504,72.7199505579951,88.3008478436176,41.8336092482121,88.0774284527774,34.0919070024848,64.5701806935889,133.695631630309,112.398084331728,79.8723250395702,42.919794909818,50.891494096927,62.2149505003374,69.1967163730699,65.4440747562151,48.7539569184794,58.7037778466184,49.0988183091028,51.2741862675019,41.2234036843931,100.950108697937,29.9784362999219,65.3212895794321,52.2303930899355,93.7040087699698,93.6296253063513,82.4042042959654,60.3945633159826,36.0277943092754,82.5656905827275,65.7807347644518,38.6463359312378,64.7429271656116
"E033",18.0524104199359,11.1216594148777,15.0487084542153,23.6829261098902,10.0574763476511,12.1014878189504,9.47380296536226,16.0412286862967,23.3873880351522,11.7096334920922,11.9292436452165,19.8837201762203,8.92318872517906,12.3852911539942,22.5290893288822,29.1396969666737,28.1592648716468,24.6919170252735,14.25115010936,18.0366714984372,29.7726397576824,25.7143798086964,9.88139590920818,15.1873795826216,25.3241156326497,18.6426348903147,11.6639326731836,24.985244773267,11.0557210396057,19.7746859171737,20.4557033437196,17.1397537808733,29.8973434053425,14.8166008157356,16.0424013948764,13.4738485534349,26.7075165253125,22.1011992269329,11.5954331415284,16.3688243228755
"E034",24.340222039652,19.3396702411182,25.2929135208882,58.9901633509174,29.4924101594094,4.94266140414402,32.1795546308369,34.4733615133897,1.89419709518552,3.16347492532805,4.46904495614581,1.29359303531237,19.6449080462333,25.3138994093703,55.3830705964016,39.2092979154996,38.2086894063586,4.25463034678251,18.8651798966954,42.6013275624365,33.3342911688615,2.60474634496495,18.222698455676,13.5893676358019,23.9953939964319,43.2605041866353,20.2753291177491,4.88978521805257,16.5240502049438,32.7872057409346,33.9523589119708,27.4093731541528,4.32611748133786,24.5660083216986,39.4302848406643,40.8035428824999,30.2774613641387,5.54012231901288,21.2471967137298,36.2288124178874
"E035",32.1396078890709,28.8499027724644,18.139099800325,44.9327480686908,11.7233355543466,18.4593447186287,18.1187482069612,37.1404867531026,38.2354143370817,32.3058508384739,21.8314168671229,30.0798003563146,25.3013970328822,33.540584476899,34.7909378631506,37.8939906828417,31.2620558878898,35.3204643179423,23.1359601904608,22.3149703016694,26.4648139221465,35.8785773306103,15.974818818968,14.3769081401958,25.5335540058236,28.8962501029836,18.0211294818147,32.5325236045889,21.4650332208222,49.9260812105645,29.1691165945109,29.4697999635134,49.9892151649915,48.8959382884125,37.4768528190817,24.2564094278759,24.6100560435104,42.1260577906075,20.082142083369,25.3215832869069
"E036",25.0478330479515,11.6862308058205,8.28997306787162,15.2277912189388,8.73731808317414,14.1719246325927,7.05119757851331,16.3894981274534,12.8542240413906,10.3397466039324,7.7291723648818,10.4011380841565,13.2502833811371,9.48389225089219,18.628382580264,17.4579217776401,11.2272696035178,14.7866950018854,7.87194492397949,10.5808478860978,11.3002094048689,8.50046581319773,6.1960643273158,6.12510499614587,8.47690736010049,13.5635134362243,8.77192345065473,15.1508328897322,8.59226419345889,14.0578257966666,10.7583070372291,11.4510258887292,18.239600026789,13.4544887504266,12.4580919389206,6.30032892809915,10.3489822797694,16.138292381474,10.9812560768897,8.53780079767741
"E037",35.3227281268964,13.9864539741697,20.0586371270189,43.3166610311356,28.648202117383,17.3437615053761,24.3246836493224,27.2414914597776,19.9680376801636,19.6720032458899,14.7821995236239,21.5565042816508,16.4947174969177,19.8209810639039,33.0552126518863,43.0735263972624,38.743910481871,25.8600793446237,25.4057187991341,21.2151303774323,30.1076815466749,20.0692592344049,18.7526905982535,28.9417865899159,12.4667385752163,23.0138792095378,19.6574908627315,24.3284180261111,11.903694924749,40.3199715045143,20.5543435286352,28.537714697354,33.2688569729022,37.4346866788555,17.7166861243538,32.615072781526,31.147372183974,32.8442145676622,14.6673229081311,19.30061500865
"E038",7.99007772021245,7.32574260933324,7.2374807221807,13.2501691650664,10.2496876271907,15.3065650017638,9.32873903399091,11.882170894242,13.2778415493277,12.1156316212825,8.77924070047614,8.81741088949685,5.9863160269629,9.21547909394666,11.8919921402423,13.2226952478842,6.85281335772691,14.7994482733931,8.03294831660629,10.7363709082755,7.11335613543738,12.9056825964144,10.317595959809,9.33097795833128,9.57276272579367,17.8666239863408,8.68712558621246,13.3959020121058,5.60565841865871,12.1971379196009,9.76245475451181,10.8905326608602,16.5260163273282,15.8772595602353,12.4213754308884,8.47154399717334,14.6443936974383,15.2497602579336,6.85055175432521,11.8471817232864
"E039",30.4560925948096,21.3462286963259,26.3377004299146,40.87342395383,40.5204255897489,38.5875617679953,29.909086289706,30.2121601727441,38.0403682017965,41.0089040507655,29.9617324797972,45.8878092462664,31.7727001618514,30.6958471844173,37.9433446676405,64.2188557936272,33.3180498428365,47.4433368979573,34.2008031490677,37.5896291539412,46.3614927327286,34.7009722448018,26.0403242291735,32.4996130540534,33.6343619981051,53.8202026244759,27.315017100076,44.9585042193976,19.6414637545517,67.7414816707821,40.7873453739389,44.5224190943659,61.5864447844254,31.4607235077173,50.8855677460632,28.5796982393075,48.2249922948269,67.7396627639677,28.1879046960864,26.3257207318039
"E040",35.9296581078262,35.319834644006,22.1992239140765,21.4568217230145,16.5210004001709,27.1987588512542,29.1498782762337,44.5919031848752,28.871386526665,32.1503589843907,20.4272100119047,26.3524933022307,14.0813338677195,15.0668557801184,43.908260669807,34.6231282455735,35.7018989278379,23.5402595899928,22.8137729045017,33.5492624525846,22.5774559230219,30.3269480910231,23.5338737216691,22.7714028223068,12.2371718357588,50.3528370402854,13.4243721301417,37.6636394226879,16.9022170086394,23.5133803806878,22.7547812251204,30.1123920317668,38.8230505098696,18.4110775231061,28.0154186827418,17.3210374953282,31.8661478099853,31.3663560873984,14.5240914870352,21.4618875137864
"E041",24.6092690988056,21.335719608687,19.1624504133359,27.4336419668077,24.2523030702072,22.045335861504,19.3131258453871,37.0505978533063,26.0822046102033,31.1674827237968,14.3724788765445,22.4130814424852,14.5232753718969,20.3412210387701,55.8381617659237,27.4356655522364,34.90151573057,40.5019906813621,17.1743458902793,29.0407014541865,30.8757634747649,47.3600732583664,23.2343340472196,22.314337931329,18.5927369630619,23.1492591895769,18.0165987037586,28.6170087072275,20.2421669572194,32.8967172753323,22.8082818064009,29.6498760376819,39.6972966238989,22.2009842370426,28.6614436737923,23.9457912397767,22.6637382826243,14.4628036227434,20.4018885500498,32.38598848764
"E042",22.6618370472449,17.6822401535589,20.7826315204187,30.4598489907959,18.3385186546023,17.1366097411238,30.3489205599621,24.0320507532156,23.898728830962,24.3505396579023,16.5149556968775,28.6729480811674,27.6735261670421,24.4119787373448,20.4999176414663,33.6296547103256,28.02224997289,33.8487945558341,20.6936193090643,25.1840162595784,24.6875646372038,27.8112236070525,22.1487243097639,16.1760412567301,13.5333903074176,21.6841474746527,18.1433597159661,26.7376299052183,18.1718915690542,24.9710237412922,14.168631793757,28.004496925543,40.1369006027083,18.9606846332755,15.224100877677,16.0076533399597,27.0205909346762,27.5610210119488,14.1900562969849,29.1770571908881
