"examinee_id","item_id","item_position","initial_score","final_score","changed","wrong_to_right","right_to_wrong"
"E003","I03",3,1,1,0,0,0
"E003","I04",4,1,1,0,0,0
"E003","I05",5,1,1,0,0,0
"E003","I06",6,1,1,0,0,0
"E003","I07",7,1,1,0,0,0
"E003","I08",8,1,1,0,0,0
"E003","I09",9,1,1,0,0,0
"E003","I10",10,0,1,1,1,0
"E003","I11",11,0,0,0,0,0
"E003","I12",12,0,0,0,0,0
"E003","I13",13,0,0,0,0,0
"E003","I14",14,1,1,0,0,0
"E003","I15",15,0,0,0,0,0
"E003","I16",16,1,1,0,0,0
"E003","I17",17,0,0,0,0,0
"E003","I18",18,1,1,0,0,0
"E003","I19",19,0,0,0,0,0
"E003","I20",20,1,1,0,0,0
"E003","I21",21,0,0,0,0,0
"E003","I22",22,1,1,0,0,0
"E003","I23",23,1,1,0,0,0
"E003","I24",24,0,0,0,0,0
"E003","I25",25,1,1,0,0,0
"E003","I26",26,1,1,0,0,0
"E003","I27",27,1,1,0,0,0
"E003","I28",28,0,0,0,0,0
"E003","I29",29,0,0,0,0,0
"E003","I30",30,0,0,0,0,0
"E003","I31",31,0,0,0,0,0
"E003","I32",32,1,1,0,0,0
"E003","I33",33,0,0,0,0,0
"E003","I34",34,0,0,0,0,0
"E003","I35",35,0,0,0,0,0
"E003","I36",36,1,1,0,0,0
"E003","I37",37,1,1,0,0,0
"E003","I38",38,1,1,0,0,0
"E003","I39",39,1,1,0,0,0
"E003","I40",40,0,0,0,0,0
"E004","I01",1,1,1,0,0,0
"E004","I02",2,1,1,0,0,0
"E004","I03",3,0,0,0,0,0
"E004","I04",4,1,1,0,0,0
"E004","I05",5,1,1,0,0,0
"E004","I06",6,1,1,0,0,0
"E004","I07",7,0,0,0,0,0
"E004","I08",8,1,0,1,0,1
"E004","I09",9,1,1,0,0,0
"E004","I10",10,0,0,0,0,0
"E004","I11",11,0,0,0,0,0
"E004","I12",12,0,0,0,0,0
"E004","I13",13,1,1,0,0,0
"E004","I14",14,0,0,0,0,0
"E004","I15",15,0,0,0,0,0
"E004","I16",16,1,1,0,0,0
"E004","I17",17,1,1,0,0,0
"E004","I18",18,0,0,0,0,0
"E004","I19",19,1,1,0,0,0
"E004","I20",20,0,0,0,0,0
"E004","I21",21,0,0,0,0,0
"E004","I22",22,0,0,0,0,0
"E004","I23",23,1,1,0,0,0
"E004","I24",24,0,0,0,0,0
"E004","I25",25,1,1,0,0,0
"E004","I26",26,0,0,0,0,0
"E004","I27",27,1,1,0,0,0
"E004","I28",28,0,0,0,0,0
"E004","I29",29,0,0,0,0,0
"E004","I30",30,0,0,0,0,0
"E004","I31",31,0,0,0,0,0
"E004","I32",32,1,1,0,0,0
"E004","I33",33,0,0,0,0,0
"E004","I34",34,0,0,0,0,0
"E004","I35",35,0,0,0,0,0
"E004","I36",36,1,1,0,0,0
"E004","I37",37,0,0,0,0,0
"E004","I38",38,0,0,0,0,0
"E004","I39",39,1,1,0,0,0
"E004","I40",40,1,0,1,0,1
"E005","I01",1,1,1,0,0,0
"E005","I02",2,1,1,0,0,0
"E005","I03",3,0,0,0,0,0
"E005","I04",4,1,1,0,0,0
"E005","I05",5,0,0,0,0,0
"E005","I06",6,0,0,0,0,0
"E005","I07",7,1,1,0,0,0
"E005","I08",8,0,0,0,0,0
"E005","I09",9,0,0,0,0,0
"E005","I10",10,0,0,0,0,0
"E005","I11",11,0,0,0,0,0
"E005","I12",12,1,1,0,0,0
"E005","I13",13,0,0,0,0,0
"E005","I14",14,0,0,0,0,0
"E005","I15",15,0,0,0,0,0
"E005","I16",16,1,1,0,0,0
"E005","I17",17,1,1,0,0,0
"E005","I18",18,1,1,0,0,0
"E005","I19",19,1,1,0,0,0
"E005","I20",20,1,1,0,0,0
"E005","I21",21,0,0,0,0,0
"E005","I22",22,0,0,0,0,0
"E005","I23",23,0,0,0,0,0
"E005","I24",24,0,0,0,0,0
"E005","I25",25,0,0,0,0,0
"E005","I26",26,1,1,0,0,0
"E005","I27",27,0,0,0,0,0
"E005","I28",28,0,0,0,0,0
"E005","I29",29,0,0,0,0,0
"E005","I30",30,0,0,0,0,0
"E005","I31",31,0,0,0,0,0
"E005","I32",32,1,1,0,0,0
"E005","I33",33,0,0,0,0,0
"E005","I34",34,1,1,0,0,0
"E005","I35",35,0,1,1,1,0
"E005","I36",36,1,1,0,0,0
"E005","I37",37,0,0,0,0,0
"E005","I38",38,0,0,0,0,0
"E005","I39",39,0,0,0,0,0
"E005","I40",40,0,0,0,0,0
"E006","I01",1,0,0,0,0,0
"E006","I02",2,0,0,0,0,0
"E006","I03",3,0,0,0,0,0
"E006","I04",4,1,0,1,0,1
"E006","I05",5,0,0,0,0,0
"E006","I06",6,0,0,0,0,0
"E006","I07",7,0,0,0,0,0
"E006","I08",8,0,0,0,0,0
"E006","I09",9,0,0,0,0,0
"E006","I10",10,0,0,0,0,0
"E006","I11",11,0,0,0,0,0
"E006","I12",12,0,0,0,0,0
"E006","I13",13,1,1,0,0,0
"E006","I14",14,0,0,0,0,0
"E006","I15",15,0,0,0,0,0
"E006","I16",16,0,0,0,0,0
"E006","I17",17,0,0,0,0,0
"E006","I18",18,1,0,1,0,1
"E006","I19",19,0,0,0,0,0
"E006","I20",20,0,1,1,1,0
"E006","I21",21,0,0,0,0,0
"E006","I22",22,0,0,0,0,0
"E006","I23",23,0,0,0,0,0
"E006","I24",24,0,0,0,0,0
"E006","I25",25,1,1,0,0,0
"E006","I26",26,0,0,0,0,0
"E006","I27",27,0,0,0,0,0
"E006","I28",28,0,0,0,0,0
"E006","I29",29,0,0,0,0,0
"E006","I30",30,0,0,0,0,0
"E006","I31",31,0,0,0,0,0
"E006","I32",32,0,0,0,0,0
"E006","I33",33,0,0,0,0,0
"E006","I34",34,0,0,0,0,0
"E006","I35",35,0,0,0,0,0
"E006","I36",36,0,0,0,0,0
"E006","I37",37,1,1,0,0,0
"E006","I38",38,0,0,0,0,0
"E006","I39",39,0,0,0,0,0
"E006","I40",40,0,0,0,0,0
"E007","I01",1,0,0,0,0,0
"E007","I02",2,0,0,0,0,0
"E007","I03",3,0,0,0,0,0
"E007","I04",4,1,1,0,0,0
"E007","I05",5,0,0,0,0,0
"E007","I06",6,0,0,0,0,0
"E007","I07",7,1,1,0,0,0
"E007","I08",8,1,1,0,0,0
"E007","I09",9,0,0,0,0,0
"E007","I10",10,1,1,0,0,0
"E007","I11",11,0,0,0,0,0
"E007","I12",12,0,0,0,0,0
"E007","I13",13,1,1,0,0,0
"E007","I14",14,1,1,0,0,0
"E007","I15",15,0,0,0,0,0
"E007","I16",16,0,0,0,0,0
"E007","I17",17,0,0,0,0,0
"E007","I18",18,0,0,0,0,0
"E007","I19",19,1,1,0,0,0
"E007","I20",20,0,0,0,0,0
"E007","I21",21,1,0,1,0,1
"E007","I22",22,1,0,1,0,1
"E007","I23",23,1,1,0,0,0
"E007","I24",24,0,0,0,0,0
"E007","I25",25,0,0,0,0,0
"E007","I26",26,1,1,0,0,0
"E007","I27",27,0,0,0,0,0
"E007","I28",28,0,0,0,0,0
"E007","I29",29,0,0,0,0,0
"E007","I30",30,0,0,0,0,0
"E007","I31",31,0,0,0,0,0
"E007","I32",32,1,1,0,0,0
"E007","I33",33,0,0,0,0,0
"E007","I34",34,0,0,0,0,0
"E007","I35",35,1,1,0,0,0
"E007","I36",36,1,0,1,0,1
"E007","I37",37,1,1,0,0,0
"E007","I38",38,1,1,0,0,0
"E007","I39",39,0,0,0,0,0
"E007","I40",40,0,0,0,0,0
"E008","I01",1,1,1,0,0,0
"E008","I02",2,0,0,0,0,0
"E008","I03",3,1,1,0,0,0
"E008","I04",4,1,1,0,0,0
"E008","I05",5,0,0,0,0,0
"E008","I06",6,0,0,0,0,0
"E008","I07",7,0,0,0,0,0
"E008","I08",8,0,0,0,0,0
"E008","I09",9,0,0,0,0,0
"E008","I10",10,1,1,0,0,0
"E008","I11",11,0,0,0,0,0
"E008","I12",12,1,1,0,0,0
"E008","I13",13,0,0,0,0,0
"E008","I14",14,1,1,0,0,0
"E008","I15",15,1,1,0,0,0
"E008","I16",16,0,0,0,0,0
"E008","I17",17,0,0,0,0,0
"E008","I18",18,0,0,0,0,0
"E008","I19",19,1,1,0,0,0
"E008","I20",20,1,1,0,0,0
"E008","I21",21,0,0,0,0,0
"E008","I22",22,0,0,0,0,0
"E008","I23",23,0,0,0,0,0
"E008","I24",24,1,1,0,0,0
"E008","I25",25,1,1,0,0,0
"E008","I26",26,0,1,1,1,0
"E008","I27",27,0,0,0,0,0
"E008","I28",28,1,0,1,0,1
"E008","I29",29,0,0,0,0,0
"E008","I30",30,0,0,0,0,0
"E008","I31",31,0,0,0,0,0
"E008","I32",32,1,1,0,0,0
"E008","I33",33,0,0,0,0,0
"E008","I34",34,0,0,0,0,0
"E008","I35",35,0,0,0,0,0
"E008","I36",36,0,0,0,0,0
"E008","I37",37,0,0,0,0,0
"E008","I38",38,0,0,0,0,0
"E008","I39",39,1,1,0,0,0
"E008","I40",40,0,0,0,0,0
"E009","I01",1,0,1,1,1,0
"E009","I02",2,1,1,0,0,0
"E009","I03",3,0,1,1,1,0
"E009","I04",4,1,1,0,0,0
"E009","I05",5,1,1,0,0,0
"E009","I06",6,0,0,0,0,0
"E009","I07",7,0,0,0,0,0
"E009","I08",8,1,1,0,0,0
"E009","I09",9,1,1,0,0,0
"E009","I10",10,0,0,0,0,0
"E009","I11",11,0,0,0,0,0
"E009","I12",12,1,1,0,0,0
"E009","I13",13,1,1,0,0,0
"E009","I14",14,0,0,0,0,0
"E009","I15",15,0,0,0,0,0
"E009","I16",16,1,1,0,0,0
"E009","I17",17,0,0,0,0,0
"E009","I18",18,0,0,0,0,0
"E009","I19",19,1,1,0,0,0
"E009","I20",20,0,0,0,0,0
"E009","I21",21,1,1,0,0,0
"E009","I22",22,1,1,0,0,0
"E009","I23",23,1,1,0,0,0
"E009","I24",24,0,0,0,0,0
"E009","I25",25,1,1,0,0,0
"E009","I26",26,1,1,0,0,0
"E009","I27",27,0,0,0,0,0
"E009","I28",28,1,1,0,0,0
"E009","I29",29,0,0,0,0,0
"E009","I30",30,0,0,0,0,0
"E009","I31",31,0,0,0,0,0
"E009","I32",32,1,1,0,0,0
"E009","I33",33,0,0,0,0,0
"E009","I34",34,0,0,0,0,0
"E009","I35",35,0,0,0,0,0
"E009","I36",36,1,1,0,0,0
"E009","I37",37,1,1,0,0,0
"E009","I38",38,0,0,0,0,0
"E009","I39",39,0,0,0,0,0
"E009","I40",40,0,0,0,0,0
"E010","I01",1,1,1,0,0,0
"E010","I02",2,0,0,0,0,0
"E010","I03",3,0,1,1,1,0
"E010","I04",4,1,1,0,0,0
"E010","I05",5,1,1,0,0,0
"E010","I06",6,0,1,1,1,0
"E010","I07",7,1,1,0,0,0
"E010","I08",8,0,0,0,0,0
"E010","I09",9,0,0,0,0,0
"E010","I10",10,0,0,0,0,0
"E010","I11",11,0,0,0,0,0
"E010","I12",12,0,0,0,0,0
"E010","I13",13,1,1,0,0,0
"E010","I14",14,0,0,0,0,0
"E010","I15",15,1,1,0,0,0
"E010","I16",16,1,1,0,0,0
"E010","I17",17,1,1,0,0,0
"E010","I18",18,0,0,0,0,0
"E010","I19",19,0,0,0,0,0
"E010","I20",20,1,1,0,0,0
"E010","I21",21,0,0,0,0,0
"E010","I22",22,0,0,0,0,0
"E010","I23",23,1,1,0,0,0
"E010","I24",24,0,0,0,0,0
"E010","I25",25,0,0,0,0,0
"E010","I26",26,0,0,0,0,0
"E010","I27",27,0,0,0,0,0
"E010","I28",28,1,1,0,0,0
"E010","I29",29,1,1,0,0,0
"E010","I30",30,0,0,0,0,0
"E010","I31",31,1,1,0,0,0
"E010","I32",32,1,1,0,0,0
"E010","I33",33,0,0,0,0,0
"E010","I34",34,0,0,0,0,0
"E010","I35",35,1,1,0,0,0
"E010","I36",36,1,1,0,0,0
"E010","I37",37,0,0,0,0,0
"E010","I38",38,0,0,0,0,0
"E010","I39",39,0,0,0,0,0
"E010","I40",40,1,0,1,0,1
"E011","I01",1,1,1,0,0,0
"E011","I02",2,0,0,0,0,0
"E011","I03",3,0,0,0,0,0
"E011","I04",4,1,1,0,0,0
"E011","I05",5,0,0,0,0,0
"E011","I06",6,1,1,0,0,0
"E011","I07",7,0,0,0,0,0
"E011","I08",8,0,0,0,0,0
"E011","I09",9,0,0,0,0,0
"E011","I10",10,1,1,0,0,0
"E011","I11",11,0,0,0,0,0
"E011","I12",12,0,0,0,0,0
"E011","I13",13,1,1,0,0,0
"E011","I14",14,0,0,0,0,0
"E011","I15",15,0,0,0,0,0
"E011","I16",16,0,0,0,0,0
"E011","I17",17,1,1,0,0,0
"E011","I18",18,0,0,0,0,0
"E011","I19",19,1,1,0,0,0
"E011","I20",20,0,0,0,0,0
"E011","I21",21,0,0,0,0,0
"E011","I22",22,1,1,0,0,0
"E011","I23",23,1,1,0,0,0
"E011","I24",24,0,0,0,0,0
"E011","I25",25,1,0,1,0,1
"E011","I26",26,0,0,0,0,0
"E011","I27",27,0,0,0,0,0
"E011","I28",28,0,0,0,0,0
"E011","I29",29,1,1,0,0,0
"E011","I30",30,0,0,0,0,0
"E011","I31",31,1,1,0,0,0
"E011","I32",32,1,1,0,0,0
"E011","I33",33,0,0,0,0,0
"E011","I34",34,1,1,0,0,0
"E011","I35",35,0,0,0,0,0
"E011","I36",36,1,1,0,0,0
"E011","I37",37,1,1,0,0,0
"E011","I38",38,1,1,0,0,0
"E011","I39",39,1,1,0,0,0
"E011","I40",40,0,0,0,0,0
"E012","I01",1,1,1,0,0,0
"E012","I02",2,0,0,0,0,0
"E012","I03",3,0,0,0,0,0
"E012","I04",4,1,1,0,0,0
"E012","I05",5,0,0,0,0,0
"E012","I06",6,1,1,0,0,0
"E012","I07",7,0,0,0,0,0
"E012","I08",8,1,1,0,0,0
"E012","I09",9,1,1,0,0,0
"E012","I10",10,0,0,0,0,0
"E012","I11",11,1,1,0,0,0
"E012","I12",12,1,1,0,0,0
"E012","I13",13,1,1,0,0,0
"E012","I14",14,1,1,0,0,0
"E012","I15",15,0,0,0,0,0
"E012","I16",16,1,1,0,0,0
"E012","I17",17,0,0,0,0,0
"E012","I18",18,0,0,0,0,0
"E012","I19",19,1,1,0,0,0
"E012","I20",20,1,0,1,0,1
"E012","I21",21,1,1,0,0,0
"E012","I22",22,0,0,0,0,0
"E012","I23",23,1,1,0,0,0
"E012","I24",24,0,0,0,0,0
"E012","I25",25,0,0,0,0,0
"E012","I26",26,0,0,0,0,0
"E012","I27",27,0,0,0,0,0
"E012","I28",28,1,1,0,0,0
"E012","I29",29,0,0,0,0,0
"E012","I30",30,0,0,0,0,0
"E012","I31",31,1,1,0,0,0
"E012","I32",32,0,0,0,0,0
"E012","I33",33,1,0,1,0,1
"E012","I34",34,0,0,0,0,0
"E012","I35",35,0,0,0,0,0
"E012","I36",36,1,1,0,0,0
"E012","I37",37,1,1,0,0,0
"E012","I38",38,1,0,1,0,1
"E012","I39",39,0,0,0,0,0
"E012","I40",40,0,0,0,0,0
"E013","I01",1,1,1,0,0,0
"E013","I02",2,1,1,0,0,0
"E013","I03",3,0,0,0,0,0
"E013","I04",4,0,0,0,0,0
"E013","I05",5,1,1,0,0,0
"E013","I06",6,0,0,0,0,0
"E013","I07",7,0,0,0,0,0
"E013","I08",8,0,0,0,0,0
"E013","I09",9,0,0,0,0,0
"E013","I10",10,0,0,0,0,0
"E013","I11",11,0,0,0,0,0
"E013","I12",12,0,0,0,0,0
"E013","I13",13,1,1,0,0,0
"E013","I14",14,0,0,0,0,0
"E013","I15",15,0,0,0,0,0
"E013","I16",16,1,1,0,0,0
"E013","I17",17,0,0,0,0,0
"E013","I18",18,0,0,0,0,0
"E013","I19",19,1,1,0,0,0
"E013","I20",20,1,0,1,0,1
"E013","I21",21,0,0,0,0,0
"E013","I22",22,1,1,0,0,0
"E013","I23",23,1,1,0,0,0
"E013","I24",24,0,0,0,0,0
"E013","I25",25,1,1,0,0,0
"E013","I26",26,1,1,0,0,0
"E013","I27",27,0,1,1,1,0
"E013","I28",28,0,0,0,0,0
"E013","I29",29,1,1,0,0,0
"E013","I30",30,0,0,0,0,0
"E013","I31",31,0,0,0,0,0
"E013","I32",32,1,1,0,0,0
"E013","I33",33,0,0,0,0,0
"E013","I34",34,1,0,1,0,1
"E013","I35",35,1,1,0,0,0
"E013","I36",36,1,1,0,0,0
"E013","I37",37,0,0,0,0,0
"E013","I38",38,1,1,0,0,0
"E013","I39",39,0,0,0,0,0
"E013","I40",40,0,0,0,0,0
"E014","I01",1,1,1,0,0,0
"E014","I02",2,1,1,0,0,0
"E014","I03",3,0,0,0,0,0
"E014","I04",4,0,0,0,0,0
"E014","I05",5,1,1,0,0,0
"E014","I06",6,1,1,0,0,0
"E014","I07",7,0,0,0,0,0
"E014","I08",8,1,1,0,0,0
"E014","I09",9,0,0,0,0,0
"E014","I10",10,0,0,0,0,0
"E014","I11",11,1,1,0,0,0
"E014","I12",12,1,1,0,0,0
"E014","I13",13,0,0,0,0,0
"E014","I14",14,1,1,0,0,0
"E014","I15",15,0,0,0,0,0
"E014","I16",16,1,1,0,0,0
"E014","I17",17,0,0,0,0,0
"E014","I18",18,0,0,0,0,0
"E014","I19",19,1,1,0,0,0
"E014","I20",20,0,0,0,0,0
"E014","I21",21,1,0,1,0,1
"E014","I22",22,1,1,0,0,0
"E014","I23",23,1,1,0,0,0
"E014","I24",24,0,0,0,0,0
"E014","I25",25,1,1,0,0,0
"E014","I26",26,1,1,0,0,0
"E014","I27",27,1,1,0,0,0
"E014","I28",28,1,1,0,0,0
"E014","I29",29,1,1,0,0,0
"E014","I30",30,0,0,0,0,0
"E014","I31",31,0,0,0,0,0
"E014","I32",32,1,1,0,0,0
"E014","I33",33,0,0,0,0,0
"E014","I34",34,0,0,0,0,0
"E014","I35",35,0,0,0,0,0
"E014","I36",36,1,1,0,0,0
"E014","I37",37,0,0,0,0,0
"E014","I38",38,0,0,0,0,0
"E014","I39",39,0,0,0,0,0
"E014","I40",40,0,0,0,0,0
"E015","I01",1,1,1,0,0,0
"E015","I02",2,0,0,0,0,0
"E015","I03",3,0,0,0,0,0
"E015","I04",4,1,0,1,0,1
"E015","I05",5,0,0,0,0,0
"E015","I06",6,1,1,0,0,0
"E015","I07",7,1,1,0,0,0
"E015","I08",8,0,0,0,0,0
"E015","I09",9,1,0,1,0,1
"E015","I10",10,0,0,0,0,0
"E015","I11",11,0,0,0,0,0
"E015","I12",12,0,0,0,0,0
"E015","I13",13,0,0,0,0,0
"E015","I14",14,0,0,0,0,0
"E015","I15",15,0,0,0,0,0
"E015","I16",16,0,0,0,0,0
"E015","I17",17,0,0,0,0,0
"E015","I18",18,0,0,0,0,0
"E015","I19",19,0,0,0,0,0
"E015","I20",20,0,0,0,0,0
"E015","I21",21,0,0,0,0,0
"E015","I22",22,0,0,0,0,0
"E015","I23",23,1,1,0,0,0
"E015","I24",24,0,0,0,0,0
"E015","I25",25,1,1,0,0,0
"E015","I26",26,0,0,0,0,0
"E015","I27",27,0,0,0,0,0
"E015","I28",28,0,0,0,0,0
"E015","I29",29,0,0,0,0,0
"E015","I30",30,0,0,0,0,0
"E015","I31",31,0,0,0,0,0
"E015","I32",32,0,0,0,0,0
"E015","I33",33,0,0,0,0,0
"E015","I34",34,0,0,0,0,0
"E015","I35",35,0,0,0,0,0
"E015","I36",36,0,0,0,0,0
"E015","I37",37,0,0,0,0,0
"E015","I38",38,0,0,0,0,0
"E015","I39",39,0,0,0,0,0
"E015","I40",40,0,0,0,0,0
"E016","I01",1,1,1,0,0,0
"E016","I02",2,1,1,0,0,0
"E016","I03",3,1,1,0,0,0
"E016","I04",4,1,1,0,0,0
"E016","I05",5,1,1,0,0,0
"E016","I06",6,1,1,0,0,0
"E016","I07",7,1,1,0,0,0
"E016","I08",8,1,1,0,0,0
"E016","I09",9,1,1,0,0,0
"E016","I10",10,0,0,0,0,0
"E016","I11",11,0,0,0,0,0
"E016","I12",12,1,1,0,0,0
"E016","I13",13,1,1,0,0,0
"E016","I14",14,1,1,0,0,0
"E016","I15",15,0,0,0,0,0
"E016","I16",16,1,1,0,0,0
"E016","I17",17,0,0,0,0,0
"E016","I18",18,0,0,0,0,0
"E016","I19",19,1,1,0,0,0
"E016","I20",20,1,1,0,0,0
"E016","I21",21,0,0,0,0,0
"E016","I22",22,1,1,0,0,0
"E016","I23",23,1,1,0,0,0
"E016","I24",24,1,1,0,0,0
"E016","I25",25,1,1,0,0,0
"E016","I26",26,1,1,0,0,0
"E016","I27",27,1,1,0,0,0
"E016","I28",28,1,1,0,0,0
"E016","I29",29,1,1,0,0,0
"E016","I30",30,0,0,0,0,0
"E016","I31",31,0,0,0,0,0
"E016","I32",32,0,0,0,0,0
"E016","I33",33,0,0,0,0,0
"E016","I34",34,0,0,0,0,0
"E016","I35",35,0,0,0,0,0
"E016","I36",36,0,1,1,1,0
"E016","I37",37,1,1,0,0,0
"E016","I38",38,1,1,0,0,0
"E016","I39",39,1,1,0,0,0
"E016","I40",40,0,0,0,0,0
"E017","I01",1,1,1,0,0,0
"E017","I02",2,1,0,1,0,1
"E017","I03",3,1,1,0,0,0
"E017","I04",4,1,1,0,0,0
"E017","I05",5,1,1,0,0,0
"E017","I06",6,0,0,0,0,0
"E017","I07",7,1,1,0,0,0
"E017","I08",8,1,1,0,0,0
"E017","I09",9,0,0,0,0,0
"E017","I10",10,0,0,0,0,0
"E017","I11",11,1,1,0,0,0
"E017","I12",12,1,1,0,0,0
"E017","I13",13,1,1,0,0,0
"E017","I14",14,0,0,0,0,0
"E017","I15",15,0,0,0,0,0
"E017","I16",16,1,1,0,0,0
"E017","I17",17,1,1,0,0,0
"E017","I18",18,1,1,0,0,0
"E017","I19",19,0,0,0,0,0
"E017","I20",20,1,1,0,0,0
"E017","I21",21,0,0,0,0,0
"E017","I22",22,0,0,0,0,0
"E017","I23",23,0,0,0,0,0
"E017","I24",24,0,0,0,0,0
"E017","I25",25,1,1,0,0,0
"E017","I26",26,0,0,0,0,0
"E017","I27",27,0,0,0,0,0
"E017","I28",28,1,1,0,0,0
"E017","I29",29,0,0,0,0,0
"E017","I30",30,0,0,0,0,0
"E017","I31",31,0,0,0,0,0
"E017","I32",32,1,1,0,0,0
"E017","I33",33,0,0,0,0,0
"E017","I34",34,0,0,0,0,0
"E017","I35",35,1,1,0,0,0
"E017","I36",36,0,0,0,0,0
"E017","I37",37,1,1,0,0,0
"E017","I38",38,0,0,0,0,0
"E017","I39",39,0,0,0,0,0
"E017","I40",40,0,0,0,0,0
"E018","I01",1,0,0,0,0,0
"E018","I02",2,0,0,0,0,0
"E018","I03",3,1,1,0,0,0
"E018","I04",4,1,1,0,0,0
"E018","I05",5,0,0,0,0,0
"E018","I06",6,0,0,0,0,0
"E018","I07",7,1,1,0,0,0
"E018","I08",8,0,0,0,0,0
"E018","I09",9,1,1,0,0,0
"E018","I10",10,0,0,0,0,0
"E018","I11",11,0,0,0,0,0
"E018","I12",12,1,1,0,0,0
"E018","I13",13,1,1,0,0,0
"E018","I14",14,0,0,0,0,0
"E018","I15",15,0,0,0,0,0
"E018","I16",16,1,1,0,0,0
"E018","I17",17,0,0,0,0,0
"E018","I18",18,0,0,0,0,0
"E018","I19",19,1,1,0,0,0
"E018","I20",20,1,1,0,0,0
"E018","I21",21,0,0,0,0,0
"E018","I22",22,0,0,0,0,0
"E018","I23",23,1,1,0,0,0
"E018","I24",24,1,0,1,0,1
"E018","I25",25,1,1,0,0,0
"E018","I26",26,1,1,0,0,0
"E018","I27",27,0,0,0,0,0
"E018","I28",28,0,0,0,0,0
"E018","I29",29,0,0,0,0,0
"E018","I30",30,1,0,1,0,1
"E018","I31",31,0,0,0,0,0
"E018","I32",32,0,0,0,0,0
"E018","I33",33,1,1,0,0,0
"E018","I34",34,1,1,0,0,0
"E018","I35",35,0,0,0,0,0
"E018","I36",36,0,0,0,0,0
"E018","I37",37,1,1,0,0,0
"E018","I38",38,1,1,0,0,0
"E018","I39",39,0,0,0,0,0
"E018","I40",40,0,0,0,0,0
"E019","I01",1,0,0,0,0,0
"E019","I02",2,0,0,0,0,0
"E019","I03",3,0,0,0,0,0
"E019","I04",4,1,1,0,0,0
"E019","I05",5,0,0,0,0,0
"E019","I06",6,0,0,0,0,0
"E019","I07",7,1,1,0,0,0
"E019","I08",8,0,0,0,0,0
"E019","I09",9,0,0,0,0,0
"E019","I10",10,1,1,0,0,0
"E019","I11",11,0,0,0,0,0
"E019","I12",12,1,1,0,0,0
